Country_Code,Year,Gdp,Population
CAF,1980,,2199359.0
CAF,1980,,2199359.0
TCD,1980,,4514427.0
TCD,1980,,4514427.0
TCD,1980,,4514427.0
TCD,1980,,4514427.0
TCD,1980,,4514427.0
TCD,1980,,4514427.0
CHL,1980,81.1711,11419350.0
CHL,1980,81.1711,11419350.0
CHL,1980,81.1711,11419350.0
CHL,1980,81.1711,11419350.0
CHL,1980,81.1711,11419350.0
CHL,1980,81.1711,11419350.0
CHN,1980,684.621,981235000.0
CHN,1980,684.621,981235000.0
CHN,1980,684.621,981235000.0
CHN,1980,684.621,981235000.0
CHN,1980,684.621,981235000.0
CHN,1980,684.621,981235000.0
COL,1980,,26900508.0
COL,1980,,26900508.0
COL,1980,,26900508.0
COL,1980,,26900508.0
COL,1980,,26900508.0
COL,1980,,26900508.0
COM,1980,,307831.0
COM,1980,,307831.0
COM,1980,,307831.0
COM,1980,,307831.0
COM,1980,,307831.0
COM,1980,,307831.0
COG,1980,,1777932.0
COG,1980,,1777932.0
COG,1980,,1777932.0
COG,1980,,1777932.0
COG,1980,,1777932.0
COG,1980,,1777932.0
COD,1980,,26358905.0
COD,1980,,26358905.0
COD,1980,,26358905.0
COD,1980,,26358905.0
COD,1980,,26358905.0
COD,1980,,26358905.0
COK,1980,,
COK,1980,,
COK,1980,,
COK,1980,,
COK,1980,,
COK,1980,,
CRI,1980,,2389973.0
CRI,1980,,2389973.0
CRI,1980,,2389973.0
CRI,1980,,2389973.0
CRI,1980,,2389973.0
CRI,1980,,2389973.0
HRV,1980,,4599782.0
HRV,1980,,4599782.0
HRV,1980,,4599782.0
HRV,1980,,4599782.0
HRV,1980,,4599782.0
HRV,1980,,4599782.0
CUB,1980,,9849457.0
CUB,1980,,9849457.0
CUB,1980,,9849457.0
CUB,1980,,9849457.0
CUB,1980,,9849457.0
CUB,1980,,9849457.0
CYP,1980,,685408.0
CYP,1980,,685408.0
CYP,1980,,685408.0
CYP,1980,,685408.0
CYP,1980,,685408.0
CYP,1980,,685408.0
CZE,1980,,10304193.0
CZE,1980,,10304193.0
CZE,1980,,10304193.0
CZE,1980,,10304193.0
CZE,1980,,10304193.0
CZE,1980,,10304193.0
CIV,1980,,8033652.0
CIV,1980,,8033652.0
CIV,1980,,8033652.0
CIV,1980,,8033652.0
CIV,1980,,8033652.0
CIV,1980,,8033652.0
DNK,1980,151.3587,5123027.0
DNK,1980,151.3587,5123027.0
DNK,1980,151.3587,5123027.0
DNK,1980,151.3587,5123027.0
DNK,1980,151.3587,5123027.0
DNK,1980,151.3587,5123027.0
DJI,1980,,358960.0
DJI,1980,,358960.0
DJI,1980,,358960.0
DJI,1980,,358960.0
DJI,1980,,358960.0
DJI,1980,,358960.0
DMA,1980,,75318.0
DMA,1980,,75318.0
DMA,1980,,75318.0
DMA,1980,,75318.0
DMA,1980,,75318.0
DMA,1980,,75318.0
DOM,1980,,5803929.0
DOM,1980,,5803929.0
DOM,1980,,5803929.0
DOM,1980,,5803929.0
DOM,1980,,5803929.0
DOM,1980,,5803929.0
ECU,1980,,7989178.0
ECU,1980,,7989178.0
ECU,1980,,7989178.0
ECU,1980,,7989178.0
ECU,1980,,7989178.0
ECU,1980,,7989178.0
EGY,1980,,43309063.0
EGY,1980,,43309063.0
EGY,1980,,43309063.0
EGY,1980,,43309063.0
EGY,1980,,43309063.0
EGY,1980,,43309063.0
SLV,1980,,4591135.0
SLV,1980,,4591135.0
SLV,1980,,4591135.0
SLV,1980,,4591135.0
SLV,1980,,4591135.0
SLV,1980,,4591135.0
GNQ,1980,,249931.0
GNQ,1980,,249931.0
GNQ,1980,,249931.0
GNQ,1980,,249931.0
GNQ,1980,,249931.0
GNQ,1980,,249931.0
ERI,1980,,1733423.0
ERI,1980,,1733423.0
ERI,1980,,1733423.0
ERI,1980,,1733423.0
ERI,1980,,1733423.0
ERI,1980,,1733423.0
EST,1980,,1477219.0
EST,1980,,1477219.0
EST,1980,,1477219.0
EST,1980,,1477219.0
EST,1980,,1477219.0
EST,1980,,1477219.0
SWZ,1980,,587852.0
SWZ,1980,,587852.0
SWZ,1980,,587852.0
SWZ,1980,,587852.0
SWZ,1980,,587852.0
SWZ,1980,,587852.0
ETH,1980,,35141703.0
ETH,1980,,35141703.0
ETH,1980,,35141703.0
ETH,1980,,35141703.0
ETH,1980,,35141703.0
ETH,1980,,35141703.0
FLK,1980,,
FLK,1980,,
FLK,1980,,
FLK,1980,,
FLK,1980,,
FLK,1980,,
FRO,1980,,43339.0
FRO,1980,,43339.0
FRO,1980,,43339.0
FRO,1980,,43339.0
FRO,1980,,43339.0
FRO,1980,,43339.0
FJI,1980,,635312.0
FJI,1980,,635312.0
FJI,1980,,635312.0
FJI,1980,,635312.0
FJI,1980,,635312.0
FJI,1980,,635312.0
FIN,1980,116.3519,4779535.0
FIN,1980,116.3519,4779535.0
FIN,1980,116.3519,4779535.0
FIN,1980,116.3519,4779535.0
FIN,1980,116.3519,4779535.0
FIN,1980,116.3519,4779535.0
FRA,1980,1448.684,55161510.0
FRA,1980,1448.684,55161510.0
FRA,1980,1448.684,55161510.0
FRA,1980,1448.684,55161510.0
FRA,1980,1448.684,55161510.0
FRA,1980,1448.684,55161510.0
GUF,1980,,
GUF,1980,,
GUF,1980,,
GUF,1980,,
GUF,1980,,
GUF,1980,,
PYF,1980,,153298.0
PYF,1980,,153298.0
PYF,1980,,153298.0
PYF,1980,,153298.0
PYF,1980,,153298.0
PYF,1980,,153298.0
GAB,1980,,726335.0
GAB,1980,,726335.0
GAB,1980,,726335.0
GAB,1980,,726335.0
GAB,1980,,726335.0
GAB,1980,,726335.0
GEO,1980,,4467700.0
GEO,1980,,4467700.0
GEO,1980,,4467700.0
GEO,1980,,4467700.0
GEO,1980,,4467700.0
GEO,1980,,4467700.0
DEU,1980,,78288576.0
DEU,1980,,78288576.0
DEU,1980,,78288576.0
DEU,1980,,78288576.0
DEU,1980,,78288576.0
DEU,1980,,78288576.0
GHA,1980,,11056112.0
GHA,1980,,11056112.0
GHA,1980,,11056112.0
GHA,1980,,11056112.0
GHA,1980,,11056112.0
GHA,1980,,11056112.0
GIB,1980,,30068.0
GIB,1980,,30068.0
GIB,1980,,30068.0
GIB,1980,,30068.0
GIB,1980,,30068.0
GIB,1980,,30068.0
GRC,1980,219.2126,9642505.0
GRC,1980,219.2126,9642505.0
GRC,1980,219.2126,9642505.0
GRC,1980,219.2126,9642505.0
GRC,1980,219.2126,9642505.0
GRC,1980,219.2126,9642505.0
GRL,1980,2.50986,50200.0
GRL,1980,2.50986,50200.0
GRL,1980,2.50986,50200.0
GRL,1980,2.50986,50200.0
GRL,1980,2.50986,50200.0
GRL,1980,2.50986,50200.0
GRD,1980,,89032.0
GRD,1980,,89032.0
GRD,1980,,89032.0
GRD,1980,,89032.0
GRD,1980,,89032.0
GRD,1980,,89032.0
GLP,1980,,336683.0
GLP,1980,,336683.0
GLP,1980,,336683.0
GLP,1980,,336683.0
GLP,1980,,336683.0
GLP,1980,,336683.0
GUM,1980,,104134.0
GUM,1980,,104134.0
GUM,1980,,104134.0
GUM,1980,,104134.0
GUM,1980,,104134.0
GUM,1980,,104134.0
GTM,1980,,6890346.0
GTM,1980,,6890346.0
GTM,1980,,6890346.0
GTM,1980,,6890346.0
GTM,1980,,6890346.0
GTM,1980,,6890346.0
GIN,1980,,4871446.0
GIN,1980,,4871446.0
GIN,1980,,4871446.0
GIN,1980,,4871446.0
GIN,1980,,4871446.0
GIN,1980,,4871446.0
GNB,1980,1.1676,781678.0
GNB,1980,1.1676,781678.0
GNB,1980,1.1676,781678.0
GNB,1980,1.1676,781678.0
GNB,1980,1.1676,781678.0
GNB,1980,1.1676,781678.0
GUY,1980,,780153.0
GUY,1980,,780153.0
GUY,1980,,780153.0
GUY,1980,,780153.0
GUY,1980,,780153.0
GUY,1980,,780153.0
HTI,1980,,5643175.0
HTI,1980,,5643175.0
HTI,1980,,5643175.0
HTI,1980,,5643175.0
HTI,1980,,5643175.0
HTI,1980,,5643175.0
HND,1980,,3678274.0
HND,1980,,3678274.0
HND,1980,,3678274.0
HND,1980,,3678274.0
HND,1980,,3678274.0
HND,1980,,3678274.0
HKG,1980,84.5737,5063100.0
HKG,1980,84.5737,5063100.0
HKG,1980,84.5737,5063100.0
HKG,1980,84.5737,5063100.0
HKG,1980,84.5737,5063100.0
HKG,1980,84.5737,5063100.0
HUN,1980,,10711122.0
HUN,1980,,10711122.0
HUN,1980,,10711122.0
HUN,1980,,10711122.0
HUN,1980,,10711122.0
HUN,1980,,10711122.0
ISL,1980,,228138.0
ISL,1980,,228138.0
ISL,1980,,228138.0
ISL,1980,,228138.0
ISL,1980,,228138.0
ISL,1980,,228138.0
IND,1980,927.043,698952837.0
IND,1980,927.043,698952837.0
IND,1980,927.043,698952837.0
IND,1980,927.043,698952837.0
IND,1980,927.043,698952837.0
IND,1980,927.043,698952837.0
IDN,1980,417.96,147447834.0
IDN,1980,417.96,147447834.0
IDN,1980,417.96,147447834.0
IDN,1980,417.96,147447834.0
IDN,1980,417.96,147447834.0
IDN,1980,417.96,147447834.0
IRN,1980,,38650244.0
IRN,1980,,38650244.0
IRN,1980,,38650244.0
IRN,1980,,38650244.0
IRN,1980,,38650244.0
IRN,1980,,38650244.0
IRQ,1980,,13653348.0
IRQ,1980,,13653348.0
IRQ,1980,,13653348.0
IRQ,1980,,13653348.0
IRQ,1980,,13653348.0
IRQ,1980,,13653348.0
IRL,1980,62.5879,3412800.0
IRL,1980,62.5879,3412800.0
IRL,1980,62.5879,3412800.0
IRL,1980,62.5879,3412800.0
IRL,1980,62.5879,3412800.0
IRL,1980,62.5879,3412800.0
ISR,1980,,3878000.0
ISR,1980,,3878000.0
ISR,1980,,3878000.0
ISR,1980,,3878000.0
ISR,1980,,3878000.0
ISR,1980,,3878000.0
ITA,1980,1511.416,56433883.0
ITA,1980,1511.416,56433883.0
ITA,1980,1511.416,56433883.0
ITA,1980,1511.416,56433883.0
ITA,1980,1511.416,56433883.0
ITA,1980,1511.416,56433883.0
JAM,1980,,2162839.0
JAM,1980,,2162839.0
JAM,1980,,2162839.0
JAM,1980,,2162839.0
JAM,1980,,2162839.0
JAM,1980,,2162839.0
JPN,1980,2642.627,116807000.0
JPN,1980,2642.627,116807000.0
JPN,1980,2642.627,116807000.0
JPN,1980,2642.627,116807000.0
JPN,1980,2642.627,116807000.0
JPN,1980,2642.627,116807000.0
JOR,1980,,2377997.0
JOR,1980,,2377997.0
JOR,1980,,2377997.0
JOR,1980,,2377997.0
JOR,1980,,2377997.0
JOR,1980,,2377997.0
KAZ,1980,,14796175.0
KAZ,1980,,14796175.0
KAZ,1980,,14796175.0
KAZ,1980,,14796175.0
KAZ,1980,,14796175.0
KAZ,1980,,14796175.0
KEN,1980,51.728,16417203.0
KEN,1980,51.728,16417203.0
KEN,1980,51.728,16417203.0
KEN,1980,51.728,16417203.0
KEN,1980,51.728,16417203.0
KEN,1980,51.728,16417203.0
KIR,1980,,59296.0
KIR,1980,,59296.0
KIR,1980,,59296.0
KIR,1980,,59296.0
KIR,1980,,59296.0
KIR,1980,,59296.0
KWT,1980,,1368680.0
KWT,1980,,1368680.0
KWT,1980,,1368680.0
KWT,1980,,1368680.0
KWT,1980,,1368680.0
KWT,1980,,1368680.0
KGZ,1980,,3617400.0
KGZ,1980,,3617400.0
KGZ,1980,,3617400.0
KGZ,1980,,3617400.0
KGZ,1980,,3617400.0
KGZ,1980,,3617400.0
LAO,1980,,3258149.0
LAO,1980,,3258149.0
LAO,1980,,3258149.0
LAO,1980,,3258149.0
LAO,1980,,3258149.0
LAO,1980,,3258149.0
LVA,1980,,2511701.0
LVA,1980,,2511701.0
LVA,1980,,2511701.0
LVA,1980,,2511701.0
LVA,1980,,2511701.0
LVA,1980,,2511701.0
LBN,1980,,2588928.0
LBN,1980,,2588928.0
LBN,1980,,2588928.0
LBN,1980,,2588928.0
LBN,1980,,2588928.0
LBN,1980,,2588928.0
LSO,1980,,1340258.0
LSO,1980,,1340258.0
LSO,1980,,1340258.0
LSO,1980,,1340258.0
LSO,1980,,1340258.0
LSO,1980,,1340258.0
LBR,1980,9.37253,1852991.0
LBR,1980,9.37253,1852991.0
LBR,1980,9.37253,1852991.0
LBR,1980,9.37253,1852991.0
LBR,1980,9.37253,1852991.0
LBR,1980,9.37253,1852991.0
LBY,1980,,3219462.0
LBY,1980,,3219462.0
LBY,1980,,3219462.0
LBY,1980,,3219462.0
LBY,1980,,3219462.0
LBY,1980,,3219462.0
LTU,1980,,3413202.0
LTU,1980,,3413202.0
LTU,1980,,3413202.0
LTU,1980,,3413202.0
LTU,1980,,3413202.0
LTU,1980,,3413202.0
LUX,1980,,364150.0
LUX,1980,,364150.0
LUX,1980,,364150.0
LUX,1980,,364150.0
LUX,1980,,364150.0
LUX,1980,,364150.0
MAC,1980,,238085.0
MAC,1980,,238085.0
MAC,1980,,238085.0
MAC,1980,,238085.0
MAC,1980,,238085.0
MAC,1980,,238085.0
MDG,1980,,8716549.0
MDG,1980,,8716549.0
MDG,1980,,8716549.0
MDG,1980,,8716549.0
MDG,1980,,8716549.0
MDG,1980,,8716549.0
MWI,1980,,6250434.0
MWI,1980,,6250434.0
MWI,1980,,6250434.0
MWI,1980,,6250434.0
MWI,1980,,6250434.0
MWI,1980,,6250434.0
MYS,1980,104.3912,13798094.0
MYS,1980,104.3912,13798094.0
MYS,1980,104.3912,13798094.0
MYS,1980,104.3912,13798094.0
MYS,1980,104.3912,13798094.0
MYS,1980,104.3912,13798094.0
MDV,1980,,158271.0
MDV,1980,,158271.0
MDV,1980,,158271.0
MDV,1980,,158271.0
MDV,1980,,158271.0
MDV,1980,,158271.0
MLI,1980,,7090124.0
MLI,1980,,7090124.0
MLI,1980,,7090124.0
MLI,1980,,7090124.0
MLI,1980,,7090124.0
MLI,1980,,7090124.0
MLT,1980,,316645.0
MLT,1980,,316645.0
MLT,1980,,316645.0
MLT,1980,,316645.0
MLT,1980,,316645.0
MLT,1980,,316645.0
MTQ,1980,,325448.0
MTQ,1980,,325448.0
MTQ,1980,,325448.0
MTQ,1980,,325448.0
MTQ,1980,,325448.0
MTQ,1980,,325448.0
MRT,1980,6.56487,1540644.0
MRT,1980,6.56487,1540644.0
MRT,1980,6.56487,1540644.0
MRT,1980,6.56487,1540644.0
MRT,1980,6.56487,1540644.0
MRT,1980,6.56487,1540644.0
MUS,1980,4.54599,966039.0
MUS,1980,4.54599,966039.0
MUS,1980,4.54599,966039.0
MUS,1980,4.54599,966039.0
MUS,1980,4.54599,966039.0
MUS,1980,4.54599,966039.0
MEX,1980,984.75,67761367.0
MEX,1980,984.75,67761367.0
MEX,1980,984.75,67761367.0
MEX,1980,984.75,67761367.0
MEX,1980,984.75,67761367.0
MEX,1980,984.75,67761367.0
FSM,1980,,72936.0
FSM,1980,,72936.0
FSM,1980,,72936.0
FSM,1980,,72936.0
FSM,1980,,72936.0
FSM,1980,,72936.0
MDA,1980,,2728099.0
MDA,1980,,2728099.0
MDA,1980,,2728099.0
MDA,1980,,2728099.0
MDA,1980,,2728099.0
MDA,1980,,2728099.0
MNG,1980,,1689622.0
MNG,1980,,1689622.0
MNG,1980,,1689622.0
MNG,1980,,1689622.0
MNG,1980,,1689622.0
MNG,1980,,1689622.0
MNE,1980,,572608.0
MNE,1980,,572608.0
MNE,1980,,572608.0
MNE,1980,,572608.0
MNE,1980,,572608.0
MNE,1980,,572608.0
MSR,1980,,
MSR,1980,,
MSR,1980,,
MSR,1980,,
MSR,1980,,
MSR,1980,,
MAR,1980,,19990006.0
MAR,1980,,19990006.0
MAR,1980,,19990006.0
MAR,1980,,19990006.0
MAR,1980,,19990006.0
MAR,1980,,19990006.0
MOZ,1980,5.9047,11630194.0
MOZ,1980,5.9047,11630194.0
MOZ,1980,5.9047,11630194.0
MOZ,1980,5.9047,11630194.0
MOZ,1980,5.9047,11630194.0
MOZ,1980,5.9047,11630194.0
NAM,1980,,1057723.0
NAM,1980,,1057723.0
NAM,1980,,1057723.0
NAM,1980,,1057723.0
NAM,1980,,1057723.0
NAM,1980,,1057723.0
NRU,1980,,7751.0
NRU,1980,,7751.0
NRU,1980,,7751.0
NRU,1980,,7751.0
NRU,1980,,7751.0
NRU,1980,,7751.0
NPL,1980,,15016408.0
NPL,1980,,15016408.0
NPL,1980,,15016408.0
NPL,1980,,15016408.0
NPL,1980,,15016408.0
NPL,1980,,15016408.0
NLD,1980,410.778,14149800.0
NLD,1980,410.778,14149800.0
NLD,1980,410.778,14149800.0
NLD,1980,410.778,14149800.0
NLD,1980,410.778,14149800.0
NLD,1980,410.778,14149800.0
ANT,1980,,147997.0
ANT,1980,,147997.0
ANT,1980,,147997.0
ANT,1980,,147997.0
ANT,1980,,147997.0
ANT,1980,,147997.0
NCL,1980,,140050.0
NCL,1980,,140050.0
NCL,1980,,140050.0
NCL,1980,,140050.0
NCL,1980,,140050.0
NCL,1980,,140050.0
NZL,1980,66.82639,3112900.0
NZL,1980,66.82639,3112900.0
NZL,1980,66.82639,3112900.0
NZL,1980,66.82639,3112900.0
NZL,1980,66.82639,3112900.0
NZL,1980,66.82639,3112900.0
NIC,1980,,3265520.0
NIC,1980,,3265520.0
NIC,1980,,3265520.0
NIC,1980,,3265520.0
NIC,1980,,3265520.0
NIC,1980,,3265520.0
NER,1980,,5989000.0
NER,1980,,5989000.0
NER,1980,,5989000.0
NER,1980,,5989000.0
NER,1980,,5989000.0
NER,1980,,5989000.0
NGA,1980,,73423646.0
NGA,1980,,73423646.0
NGA,1980,,73423646.0
NGA,1980,,73423646.0
NGA,1980,,73423646.0
NGA,1980,,73423646.0
NIU,1980,,
NIU,1980,,
NIU,1980,,
NIU,1980,,
NIU,1980,,
NIU,1980,,
PRK,1980,,17472144.0
PRK,1980,,17472144.0
PRK,1980,,17472144.0
PRK,1980,,17472144.0
PRK,1980,,17472144.0
PRK,1980,,17472144.0
MKD,1980,,1924203.0
MKD,1980,,1924203.0
MKD,1980,,1924203.0
MKD,1980,,1924203.0
MKD,1980,,1924203.0
MKD,1980,,1924203.0
MNP,1980,,16633.0
MNP,1980,,16633.0
MNP,1980,,16633.0
MNP,1980,,16633.0
MNP,1980,,16633.0
MNP,1980,,16633.0
NOR,1980,133.0802,4085620.0
NOR,1980,133.0802,4085620.0
NOR,1980,133.0802,4085620.0
NOR,1980,133.0802,4085620.0
NOR,1980,133.0802,4085620.0
NOR,1980,133.0802,4085620.0
OMN,1980,,1154373.0
OMN,1980,,1154373.0
OMN,1980,,1154373.0
OMN,1980,,1154373.0
OMN,1980,,1154373.0
OMN,1980,,1154373.0
PAK,1980,,78054346.0
PAK,1980,,78054346.0
PAK,1980,,78054346.0
PAK,1980,,78054346.0
PAK,1980,,78054346.0
PAK,1980,,78054346.0
PSE,1980,,
PSE,1980,,
PSE,1980,,
PSE,1980,,
PSE,1980,,
PSE,1980,,
PAN,1980,,1978489.0
PAN,1980,,1978489.0
PAN,1980,,1978489.0
PAN,1980,,1978489.0
PAN,1980,,1978489.0
PAN,1980,,1978489.0
PNG,1980,,3571209.0
PNG,1980,,3571209.0
PNG,1980,,3571209.0
PNG,1980,,3571209.0
PNG,1980,,3571209.0
PNG,1980,,3571209.0
PRY,1980,,3181627.0
PRY,1980,,3181627.0
PRY,1980,,3181627.0
PRY,1980,,3181627.0
PRY,1980,,3181627.0
PRY,1980,,3181627.0
PER,1980,,17547612.0
PER,1980,,17547612.0
PER,1980,,17547612.0
PER,1980,,17547612.0
PER,1980,,17547612.0
PER,1980,,17547612.0
PHL,1980,217.96,47357741.0
PHL,1980,217.96,47357741.0
PHL,1980,217.96,47357741.0
PHL,1980,217.96,47357741.0
PHL,1980,217.96,47357741.0
PHL,1980,217.96,47357741.0
POL,1980,,35574150.0
POL,1980,,35574150.0
POL,1980,,35574150.0
POL,1980,,35574150.0
POL,1980,,35574150.0
POL,1980,,35574150.0
PRT,1980,177.6304,9766312.0
PRT,1980,177.6304,9766312.0
PRT,1980,177.6304,9766312.0
PRT,1980,177.6304,9766312.0
PRT,1980,177.6304,9766312.0
PRT,1980,177.6304,9766312.0
PRI,1980,,3206000.0
PRI,1980,,3206000.0
PRI,1980,,3206000.0
PRI,1980,,3206000.0
PRI,1980,,3206000.0
PRI,1980,,3206000.0
QAT,1980,,223622.0
QAT,1980,,223622.0
QAT,1980,,223622.0
QAT,1980,,223622.0
QAT,1980,,223622.0
QAT,1980,,223622.0
REU,1980,,509264.0
REU,1980,,509264.0
REU,1980,,509264.0
REU,1980,,509264.0
REU,1980,,509264.0
REU,1980,,509264.0
ROU,1980,266.9466,22207282.0
ROU,1980,266.9466,22207282.0
ROU,1980,266.9466,22207282.0
ROU,1980,266.9466,22207282.0
ROU,1980,266.9466,22207282.0
ROU,1980,266.9466,22207282.0
RUS,1980,,139010000.0
RUS,1980,,139010000.0
RUS,1980,,139010000.0
RUS,1980,,139010000.0
RUS,1980,,139010000.0
RUS,1980,,139010000.0
RWA,1980,,5153314.0
RWA,1980,,5153314.0
RWA,1980,,5153314.0
RWA,1980,,5153314.0
RWA,1980,,5153314.0
RWA,1980,,5153314.0
KNA,1980,,43201.0
KNA,1980,,43201.0
KNA,1980,,43201.0
KNA,1980,,43201.0
KNA,1980,,43201.0
KNA,1980,,43201.0
LCA,1980,,117828.0
LCA,1980,,117828.0
LCA,1980,,117828.0
LCA,1980,,117828.0
